1.535211765044290910e+00,5.062875868910714505e-01,4.942278927062500049e-01,3.148561165290517105e-01,1.000000000000000000e+00,5.337652292730163950e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.550832580340477662e-01,0.000000000000000000e+00,5.948870636373441556e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.620811901839702029e+00,5.594783731290726703e-01,4.803815462736842345e-01,6.962548812790899655e-01,5.305041755099504375e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.659211093043501450e-01,3.842958704318613465e-03,6.948977583786744106e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.034476469451080405e+00,4.881998776046720945e-01,4.332307895396226849e-01,6.054400551695718891e-01,7.236419488720133852e-01,4.948598467734429684e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.208624204795582802e-01,9.447308621509690208e-06,1.201315153519366561e+02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.215987399505981781e+00,4.746894472236842244e-01,5.108944786311842012e-01,5.974159225170302401e-01,5.003163225603258768e-01,2.338662793327122014e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.728535581472903981e-01,9.571408887858633835e-03,6.050727336513181598e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.926134708375799143e+00,5.644125680983929083e-01,5.549575699231250603e-01,5.195728947098801065e-01,9.223216131417135699e-01,5.118693496306929713e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.323185979322851813e-01,4.231529677324258679e-04,5.846040090630189923e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.660227282114619118e+00,5.068262974989647951e-01,5.656557696025362736e-01,4.486164211857597284e-01,5.050741777775580310e-01,5.563300015058703085e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.766400615409438601e-01,0.000000000000000000e+00,5.646939322248308457e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.102397697409123634e+00,3.304114585588971975e-01,6.508191511615789571e-01,5.489034654413056380e-01,5.316529414336699233e-01,2.284921421697693189e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.977906799942765470e-01,7.575228325792834590e-04,6.643880443448236406e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.530063062156701736e+00,5.367984092857143175e-01,4.412730562634920584e-01,5.409078927597028574e-01,3.174071220426932238e-01,6.436498727608527259e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.900646562522091687e-01,7.629570659888683208e-04,8.246925825628143514e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.766513860835007055e+00,6.443877486346321071e-01,5.323219599623818521e-01,5.047457894311762061e-01,7.382713691999591710e-01,4.531665993842674545e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.928886224133466221e-01,6.292864864325131442e-04,4.426772878023151492e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.540006738909473150e+00,5.106205442990032761e-01,6.050630398139534849e-01,4.780459014805057416e-01,4.818897468568736908e-01,4.594096819113581698e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.274281222094951482e-01,9.813743814731605082e-08,9.058178964311547077e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
