,BPM,headPos,headRotationY,timeStamp,x,y,z,head_positions
1619,1.0,"{'x': 0.35713598132133484, 'y': 0.07455694675445557, 'z': 0.184746652841568}",17.880475997924805,114.70670509338379,0.35713598132133484,0.07455694675445557,0.184746652841568,"(0.35713598132133484, 0.07455694675445557, 0.184746652841568, 28.941682815551758)"
1620,1.0,"{'x': 0.3595493733882904, 'y': 0.07176665216684341, 'z': 0.1747792661190033}",24.274259567260742,114.77450180053711,0.3595493733882904,0.07176665216684341,0.1747792661190033,"(0.3595493733882904, 0.07176665216684341, 0.1747792661190033, 29.009479522705078)"
1621,1.0,"{'x': 0.356510192155838, 'y': 0.07332028448581696, 'z': 0.166107639670372}",27.00290298461914,114.84024429321289,0.356510192155838,0.07332028448581696,0.166107639670372,"(0.356510192155838, 0.07332028448581696, 0.166107639670372, 29.07522201538086)"
1622,1.0,"{'x': 0.3552510738372803, 'y': 0.0722842663526535, 'z': 0.15782135725021362}",30.333396911621094,114.90663528442383,0.3552510738372803,0.0722842663526535,0.15782135725021362,"(0.3552510738372803, 0.0722842663526535, 0.15782135725021362, 29.141613006591797)"
1623,1.0,"{'x': 0.35602253675460815, 'y': 0.06659726798534393, 'z': 0.14995799958705902}",33.92561340332031,114.9739875793457,0.35602253675460815,0.06659726798534393,0.14995799958705902,"(0.35602253675460815, 0.06659726798534393, 0.14995799958705902, 29.208965301513672)"
1624,1.0,"{'x': 0.3571135997772217, 'y': 0.06410351395606995, 'z': 0.14399030804634094}",37.22645568847656,115.04056739807129,0.3571135997772217,0.06410351395606995,0.14399030804634094,"(0.3571135997772217, 0.06410351395606995, 0.14399030804634094, 29.275545120239258)"
1625,1.0,"{'x': 0.35721731185913086, 'y': 0.06407076120376587, 'z': 0.13882310688495636}",40.0689697265625,115.10638809204102,0.35721731185913086,0.06407076120376587,0.13882310688495636,"(0.35721731185913086, 0.06407076120376587, 0.13882310688495636, 29.341365814208984)"
1626,1.0,"{'x': 0.35750991106033325, 'y': 0.06307768076658249, 'z': 0.13589543104171753}",41.94467544555664,115.15648460388184,0.35750991106033325,0.06307768076658249,0.13589543104171753,"(0.35750991106033325, 0.06307768076658249, 0.13589543104171753, 29.391462326049805)"
1627,1.0,"{'x': 0.3561469614505768, 'y': 0.062040358781814575, 'z': 0.13360659778118134}",43.46823501586914,115.22357559204102,0.3561469614505768,0.062040358781814575,0.13360659778118134,"(0.3561469614505768, 0.062040358781814575, 0.13360659778118134, 29.458553314208984)"
1628,1.0,"{'x': 0.3526085615158081, 'y': 0.06385190039873123, 'z': 0.13427238166332245}",42.4440803527832,115.2736701965332,0.3526085615158081,0.06385190039873123,0.13427238166332245,"(0.3526085615158081, 0.06385190039873123, 0.13427238166332245, 29.508647918701172)"
1629,1.0,"{'x': 0.34932708740234375, 'y': 0.0658254623413086, 'z': 0.13496944308280945}",41.10326385498047,115.32312965393066,0.34932708740234375,0.0658254623413086,0.13496944308280945,"(0.34932708740234375, 0.0658254623413086, 0.13496944308280945, 29.558107376098633)"
1630,1.0,"{'x': 0.34998035430908203, 'y': 0.06812328845262527, 'z': 0.13428683578968048}",41.71212387084961,115.39132881164551,0.34998035430908203,0.06812328845262527,0.13428683578968048,"(0.34998035430908203, 0.06812328845262527, 0.13428683578968048, 29.626306533813477)"
1631,1.0,"{'x': 0.35734450817108154, 'y': 0.06908757984638214, 'z': 0.13136029243469238}",46.216087341308594,115.4571704864502,0.35734450817108154,0.06908757984638214,0.13136029243469238,"(0.35734450817108154, 0.06908757984638214, 0.13136029243469238, 29.692148208618164)"
1632,1.0,"{'x': 0.3691222667694092, 'y': 0.06736745685338974, 'z': 0.1254560798406601}",52.929901123046875,115.52324295043945,0.3691222667694092,0.06736745685338974,0.1254560798406601,"(0.3691222667694092, 0.06736745685338974, 0.1254560798406601, 29.758220672607422)"
1633,1.0,"{'x': 0.38092607259750366, 'y': 0.06672607362270355, 'z': 0.12349790334701538}",57.681884765625,115.5898551940918,0.38092607259750366,0.06672607362270355,0.12349790334701538,"(0.38092607259750366, 0.06672607362270355, 0.12349790334701538, 29.824832916259766)"
1634,1.0,"{'x': 0.3928126096725464, 'y': 0.06498493999242783, 'z': 0.1225774884223938}",60.93260192871094,115.65644645690918,0.3928126096725464,0.06498493999242783,0.1225774884223938,"(0.3928126096725464, 0.06498493999242783, 0.1225774884223938, 29.89142417907715)"
1635,1.0,"{'x': 0.4055924415588379, 'y': 0.06400944292545319, 'z': 0.1236567497253418}",63.02222442626953,115.72344970703125,0.4055924415588379,0.06400944292545319,0.1236567497253418,"(0.4055924415588379, 0.06400944292545319, 0.1236567497253418, 29.95842742919922)"
1636,1.0,"{'x': 0.41629910469055176, 'y': 0.06167151406407356, 'z': 0.12420087307691574}",64.21699523925781,115.78982353210449,0.41629910469055176,0.06167151406407356,0.12420087307691574,"(0.41629910469055176, 0.06167151406407356, 0.12420087307691574, 30.02480125427246)"
