3.638693897068333294e-02,4.965726779230870691e-01,5.058018986518695304e-01,5.629436963386807991e-01,4.678248472650969880e-01,1.827813899477520598e+00,1.876515681175640715e+00,1.876515681175640715e+00,1.040000000000000000e+02,1.182241353921622828e-01,9.632467455544690971e-03,5.575428982281648294e-01,2.000000000000000000e+01,1.900000000000000000e+01
1.041615019964940714e-01,4.905921353738731949e-01,5.062879675371653176e-01,5.827984276576803069e-01,5.276735735513475856e-01,1.873597082332282948e+00,1.575941920007130737e+00,1.575941920007130737e+00,8.900000000000000000e+01,3.939898712871158226e-01,1.163491058926672123e-01,1.149841318449156491e+00,1.000000000000000000e+01,1.100000000000000000e+01
9.997182976254813391e-02,4.849545039299155702e-01,5.034612354855326766e-01,4.362807512138682231e-01,2.230797111530429810e-01,1.531117259222963822e+00,1.482441601746673054e+00,1.482441601746673054e+00,8.300000000000000000e+01,4.156581714330367383e-01,6.375054095573357005e-02,9.476220055704216438e-01,1.400000000000000000e+01,1.400000000000000000e+01
5.278925698082079926e-02,4.984436888225757256e-01,5.118148285929763341e-01,6.778174441670795636e-01,5.356768062739201142e-01,1.763243841075261997e+00,1.940229442541457683e+00,1.940229442541457683e+00,1.070000000000000000e+02,1.707214050635641744e-01,2.753113623747257405e-02,7.638928118848357096e-01,2.200000000000000000e+01,2.100000000000000000e+01
2.336598374135476566e-02,5.015905382130233514e-01,5.130917893419432163e-01,6.915224193533144881e-01,1.807852893002245831e-01,1.791045297247631840e+00,5.740785252316216170e-02,5.740785252316216170e-02,4.000000000000000000e+01,1.942305464320736308e-01,3.407361541695583251e-02,4.396176443555374069e-01,8.000000000000000000e+00,8.000000000000000000e+00
1.072624078237360834e-01,5.048928873122684458e-01,5.077841187069813689e-01,5.373581954404235139e-01,3.763087450580553384e-01,1.927577354654906427e+00,1.990358469565503885e+00,1.990358469565503885e+00,7.300000000000000000e+01,5.640192112352829801e-01,1.003659196462413153e-02,1.117117813284834726e+00,8.000000000000000000e+00,7.000000000000000000e+00
5.894342316158589917e-02,5.012974550731048584e-01,5.088698731314751367e-01,2.919762321563370011e-01,2.533632054986104665e-01,1.961031832779658757e+00,1.440581886538466749e-01,1.440581886538466749e-01,9.000000000000000000e+01,2.470369275639251183e-01,3.638124364063817506e-02,1.059404468676400368e+00,1.200000000000000000e+01,1.200000000000000000e+01
7.714699541345913791e-02,5.039484256185042810e-01,5.057332262498410724e-01,5.374047754933088950e-01,4.796937074800639023e-01,1.403482652590444801e-01,1.656585851178540958e+00,1.656585851178540958e+00,1.060000000000000000e+02,2.830872733384008910e-01,1.911593644908015505e-02,6.224144303294452119e-01,1.300000000000000000e+01,1.300000000000000000e+01
7.872729145251070038e-02,4.883410603169012765e-01,5.049637939094713257e-01,2.603079548284125133e-01,4.009905116915917778e-01,1.625696643911614281e+00,1.996065977071459718e+00,1.996065977071459718e+00,5.500000000000000000e+01,5.285564836914514730e-01,1.284279561414919113e-01,1.890768817355066966e+00,6.000000000000000000e+00,6.000000000000000000e+00
2.544493277038510359e-01,4.899351288576480612e-01,5.039066893769169608e-01,4.502474559570667778e-01,8.905761652314392318e-01,1.031344790539049816e+00,5.614696893865406269e-02,5.614696893865406269e-02,2.670000000000000000e+02,3.657406310002002114e-01,1.603295314618529907e-02,1.313643708744580252e+00,3.800000000000000000e+01,3.700000000000000000e+01
